state,year,tempf,tempc
Illinois,1954,53.73333333,12.07407407
Illinois,1955,52.425,11.34722222
Illinois,1956,52.65,11.47222222
Illinois,1957,51.83333333,11.01851852
Illinois,1958,50.05,10.02777778
Illinois,1959,51.88333333,11.0462963
Illinois,1960,50.325,10.18055556
Illinois,1961,51.10833333,10.61574074
Illinois,1962,50.9,10.5
Illinois,1963,50.68333333,10.37962963
Illinois,1964,52.49166667,11.38425926
Illinois,1965,51.95,11.08333333
Illinois,1966,50.575,10.31944444
Illinois,1967,50.55833333,10.31018519
Illinois,1968,51.125,10.625
Illinois,1969,50.4,10.22222222
Illinois,1970,51.21666667,10.67592593
Illinois,1971,52.21666667,11.23148148
Illinois,1972,50.325,10.18055556
Illinois,1973,53.04166667,11.68981481
Illinois,1974,51.61666667,10.89814815
Illinois,1975,51.98333333,11.10185185
Illinois,1976,50.375,10.20833333
Illinois,1977,51.50833333,10.83796296
Illinois,1978,49.56666667,9.759259259
Illinois,1979,49.375,9.652777778
Illinois,1980,51.3,10.72222222
Illinois,1981,51.75,10.97222222
Illinois,1982,50.68333333,10.37962963
Illinois,1983,51.99166667,11.10648148
Illinois,1984,51.8,11
Illinois,1985,50.63333333,10.35185185
Illinois,1986,52.83333333,11.57407407
Illinois,1987,54.09166667,12.27314815
Illinois,1988,52.10833333,11.1712963
Illinois,1989,50.4,10.22222222
Illinois,1990,53.55833333,11.97685185
Illinois,1991,53.74166667,12.0787037
Illinois,1992,51.88333333,11.0462963
Illinois,1993,50.86666667,10.48148148
Illinois,1994,51.99166667,11.10648148
Illinois,1995,51.59166667,10.88425926
Illinois,1996,50.125,10.06944444
Illinois,1997,50.96666667,10.53703704
Illinois,1998,55.21666667,12.89814815
Illinois,1999,53.53333333,11.96296296
Illinois,2000,52.2,11.22222222
Illinois,2001,53.35833333,11.86574074
Illinois,2002,53.24166667,11.80092593
Illinois,2003,51.71666667,10.9537037
Illinois,2004,52.58333333,11.43518519
Illinois,2005,53.7,12.05555556
Illinois,2006,54,12.22222222
Illinois,2007,53.675,12.04166667
Illinois,2008,50.91666667,10.50925926
Illinois,2009,51.425,10.79166667
Illinois,2010,52.89166667,11.60648148
Illinois,2011,53.15,11.75
Illinois,2012,55.775,13.20833333
Illinois,2013,51.08333333,10.60185185
Illinois,2014,49.48333333,9.712962963
Illinois,2015,52.875,11.59722222
Illinois,2016,54.73333333,12.62962963
Illinois,2017,54.39166667,12.43981481
Illinois,2018,52.475,11.375
Illinois,2019,52.09166667,11.16203704
Indiana,1895,49.9,9.944444444
Indiana,1896,51.9,11.05555556
Indiana,1897,51.24166667,10.68981481
Indiana,1898,51.85833333,11.03240741
Indiana,1899,51.35,10.75
Indiana,1900,52.36666667,11.31481481
Indiana,1901,50.43333333,10.24074074
Indiana,1902,51.00833333,10.56018519
Indiana,1903,50.25,10.13888889
Indiana,1904,48.65833333,9.25462963
Indiana,1905,50.25833333,10.14351852
Indiana,1906,51.375,10.76388889
Indiana,1907,49.75,9.861111111
Indiana,1908,52.125,11.18055556
Indiana,1909,50.60833333,10.33796296
Indiana,1910,50.15,10.08333333
Indiana,1911,52.29166667,11.27314815
Indiana,1912,49,9.444444444
Indiana,1913,52.475,11.375
Indiana,1914,51.21666667,10.67592593
Indiana,1915,50.66666667,10.37037037
Indiana,1916,51.09166667,10.60648148
Indiana,1917,48.06666667,8.925925926
Indiana,1918,51.1,10.61111111
Indiana,1919,52.29166667,11.27314815
Indiana,1920,50.375,10.20833333
Indiana,1921,54.93333333,12.74074074
Indiana,1922,52.85833333,11.58796296
Indiana,1923,51.35833333,10.75462963
Indiana,1924,48.95,9.416666667
Indiana,1925,51.59166667,10.88425926
Indiana,1926,50.01666667,10.00925926
Indiana,1927,51.95,11.08333333
Indiana,1928,50.55833333,10.31018519
Indiana,1929,49.9,9.944444444
Indiana,1930,52.03333333,11.12962963
Indiana,1931,54.20833333,12.33796296
Indiana,1932,51.85833333,11.03240741
Indiana,1933,53.20833333,11.78240741
Indiana,1934,52.36666667,11.31481481
Indiana,1935,51.05833333,10.58796296
Indiana,1936,51.48333333,10.82407407
Indiana,1937,50.41666667,10.23148148
Indiana,1938,53.45833333,11.9212963
Indiana,1939,52.74166667,11.52314815
Indiana,1940,50.00833333,10.00462963
Indiana,1941,52.85833333,11.58796296
Indiana,1942,51.475,10.81944444
Indiana,1943,50.775,10.43055556
Indiana,1944,52.225,11.23611111
Indiana,1945,50.675,10.375
Indiana,1946,53.30833333,11.83796296
Indiana,1947,50.61666667,10.34259259
Indiana,1948,51.49166667,10.8287037
Indiana,1949,53.04166667,11.68981481
Indiana,1950,49.975,9.986111111
Indiana,1951,50.29166667,10.16203704
Indiana,1952,52.50833333,11.39351852
Indiana,1953,53.34166667,11.85648148
Indiana,1954,53.14166667,11.74537037
Indiana,1955,52.13333333,11.18518519
Indiana,1956,52.11666667,11.17592593
Indiana,1957,51.61666667,10.89814815
Indiana,1958,49.45,9.694444444
Indiana,1959,51.96666667,11.09259259
Indiana,1960,50.05,10.02777778
Indiana,1961,50.81666667,10.4537037
Indiana,1962,50.51666667,10.28703704
Indiana,1963,49.61666667,9.787037037
Indiana,1964,51.95,11.08333333
Indiana,1965,51.55,10.86111111
Indiana,1966,50.15,10.08333333
Indiana,1967,50.28333333,10.15740741
Indiana,1968,50.70833333,10.39351852
Indiana,1969,50.13333333,10.07407407
Indiana,1970,50.975,10.54166667
Indiana,1971,51.55833333,10.86574074
Indiana,1972,50.21666667,10.12037037
Indiana,1973,52.91666667,11.62037037
Indiana,1974,51.29166667,10.71759259
Indiana,1975,51.99166667,11.10648148
Indiana,1976,49.96666667,9.981481481
Indiana,1977,51.04166667,10.5787037
Indiana,1978,49.05,9.472222222
Indiana,1979,49.24166667,9.578703704
Indiana,1980,50.51666667,10.28703704
Indiana,1981,50.79166667,10.43981481
Indiana,1982,50.7,10.38888889
Indiana,1983,51.80833333,11.00462963
Indiana,1984,51.26666667,10.7037037
Indiana,1985,51.01666667,10.56481481
Indiana,1986,52.4,11.33333333
Indiana,1987,53.225,11.79166667
Indiana,1988,51.28333333,10.71296296
Indiana,1989,50.18333333,10.10185185
Indiana,1990,53.29166667,11.8287037
Indiana,1991,53.70833333,12.06018519
Indiana,1992,51.28333333,10.71296296
Indiana,1993,50.775,10.43055556
Indiana,1994,51.49166667,10.8287037
Indiana,1995,51.49166667,10.8287037
Indiana,1996,50.05,10.02777778
Indiana,1997,50.5,10.27777778
Indiana,1998,54.95,12.75
Indiana,1999,53.20833333,11.78240741
Indiana,2000,51.55,10.86111111
Indiana,2001,53.15833333,11.75462963
Indiana,2002,53.11666667,11.73148148
Indiana,2003,51.06666667,10.59259259
Indiana,2004,52.21666667,11.23148148
Indiana,2005,52.85,11.58333333
Indiana,2006,53.425,11.90277778
Indiana,2007,53.28333333,11.82407407
Indiana,2008,51.04166667,10.5787037
Indiana,2009,51.28333333,10.71296296
Indiana,2010,52.6,11.44444444
Indiana,2011,53.06666667,11.7037037
Indiana,2012,55.13333333,12.85185185
Indiana,2013,51.20833333,10.6712963
Indiana,2014,49.40833333,9.671296296
Indiana,2015,52.30833333,11.28240741
Indiana,2016,54.225,12.34722222
Indiana,2017,53.975,12.20833333
Indiana,2018,52.59166667,11.43981481
Indiana,2019,52.39166667,11.3287037
Iowa,1895,46.11666667,7.842592593
Iowa,1896,47.4,8.555555556
Iowa,1897,46.56666667,8.092592593
Iowa,1898,46.70833333,8.171296296
Iowa,1899,46.45,8.027777778
Iowa,1900,48.41666667,9.12037037
Iowa,1901,47.95,8.861111111
Iowa,1902,46.59166667,8.106481481
Iowa,1903,46.24166667,7.912037037
Iowa,1904,45.26666667,7.37037037
Iowa,1905,46.25,7.916666667
Iowa,1906,47.46666667,8.592592593
Iowa,1907,46.39166667,7.99537037
Iowa,1908,48.33333333,9.074074074
Iowa,1909,46.3,7.944444444
Iowa,1910,47.59166667,8.662037037
Iowa,1911,48.4,9.111111111
Iowa,1912,45.20833333,7.337962963
Iowa,1913,48.63333333,9.240740741
Iowa,1914,48.18333333,8.990740741
Iowa,1915,46.70833333,8.171296296
Iowa,1916,46.3,7.944444444
Iowa,1917,43.95833333,6.643518519
Iowa,1918,48.125,8.958333333
Iowa,1919,47.525,8.625
Iowa,1920,47.05833333,8.365740741
Iowa,1921,51.03333333,10.57407407
Iowa,1922,48.975,9.430555556
Iowa,1923,47.86666667,8.814814815
Iowa,1924,45.08333333,7.268518519
Iowa,1925,47.51666667,8.62037037
Iowa,1926,47.06666667,8.37037037
Iowa,1927,47.6,8.666666667
Iowa,1928,48.2,9
Iowa,1929,45.2,7.333333333
Iowa,1930,48.95833333,9.421296296
Iowa,1931,52.01666667,11.12037037
Iowa,1932,47.025,8.347222222
Iowa,1933,49.51666667,9.731481481
Iowa,1934,50.19166667,10.10648148
Iowa,1935,47.38333333,8.546296296
Iowa,1936,47.275,8.486111111
Iowa,1937,46.29166667,7.939814815
Iowa,1938,50.01666667,10.00925926
Iowa,1939,49.88333333,9.935185185
Iowa,1940,46.61666667,8.12037037
Iowa,1941,49.78333333,9.87962963
Iowa,1942,47.64166667,8.689814815
Iowa,1943,46.54166667,8.078703704
Iowa,1944,48.05,8.916666667
Iowa,1945,46.4,8
Iowa,1946,49.30833333,9.615740741
Iowa,1947,47.48333333,8.601851852
Iowa,1948,47.75833333,8.75462963
Iowa,1949,48,8.888888889
Iowa,1950,44.825,7.125
Iowa,1951,44.31666667,6.842592593
Iowa,1952,47.79166667,8.773148148
Iowa,1953,49.10833333,9.50462963
Iowa,1954,49.25833333,9.587962963
Iowa,1955,47.91666667,8.842592593
Iowa,1956,48.10833333,8.949074074
Iowa,1957,47.54166667,8.634259259
Iowa,1958,46.85833333,8.25462963
Iowa,1959,46.89166667,8.273148148
Iowa,1960,46.1,7.833333333
Iowa,1961,46.68333333,8.157407407
Iowa,1962,46.475,8.041666667
Iowa,1963,47.69166667,8.717592593
Iowa,1964,48.525,9.180555556
Iowa,1965,46.725,8.180555556
Iowa,1966,46.38333333,7.990740741
Iowa,1967,46.625,8.125
Iowa,1968,47.625,8.680555556
Iowa,1969,46.05,7.805555556
Iowa,1970,46.925,8.291666667
Iowa,1971,47.43333333,8.574074074
Iowa,1972,45.49166667,7.49537037
Iowa,1973,48.74166667,9.300925926
Iowa,1974,47.6,8.666666667
Iowa,1975,47.39166667,8.550925926
Iowa,1976,47.35833333,8.532407407
Iowa,1977,48.35833333,9.087962963
Iowa,1978,45.31666667,7.398148148
Iowa,1979,45.13333333,7.296296296
Iowa,1980,48.00833333,8.893518519
Iowa,1981,48.96666667,9.425925926
Iowa,1982,46.08333333,7.824074074
Iowa,1983,47.65,8.694444444
Iowa,1984,47.76666667,8.759259259
Iowa,1985,45.9,7.722222222
Iowa,1986,48.55833333,9.199074074
Iowa,1987,51.18333333,10.65740741
Iowa,1988,48.7,9.277777778
Iowa,1989,46.6,8.111111111
Iowa,1990,49.45833333,9.699074074
Iowa,1991,48.58333333,9.212962963
Iowa,1992,47.84166667,8.800925926
Iowa,1993,45.66666667,7.592592593
Iowa,1994,47.45833333,8.587962963
Iowa,1995,47.25833333,8.476851852
Iowa,1996,45.16666667,7.314814815
Iowa,1997,47.1,8.388888889
Iowa,1998,50.91666667,10.50925926
Iowa,1999,49.65833333,9.810185185
Iowa,2000,48.63333333,9.240740741
Iowa,2001,49.05833333,9.476851852
Iowa,2002,49.16666667,9.537037037
Iowa,2003,47.91666667,8.842592593
Iowa,2004,48.51666667,9.175925926
Iowa,2005,49.61666667,9.787037037
Iowa,2006,50.39166667,10.21759259
Iowa,2007,48.89166667,9.384259259
Iowa,2008,45.91666667,7.731481481
Iowa,2009,46.7,8.166666667
Iowa,2010,48.19166667,8.99537037
Iowa,2011,48.40833333,9.115740741
Iowa,2012,52.075,11.15277778
Iowa,2013,46.65833333,8.143518519
Iowa,2014,45.45833333,7.476851852
Iowa,2015,49.26666667,9.592592593
Iowa,2016,50.71666667,10.39814815
Iowa,2017,50,10
Iowa,2018,47.49166667,8.606481481
Iowa,2019,46.825,8.236111111
Kansas,1895,52.38333333,11.32407407
Kansas,1896,54.675,12.59722222
Kansas,1897,53.96666667,12.2037037
Kansas,1898,52.63333333,11.46296296
Kansas,1899,52.81666667,11.56481481
Kansas,1900,54.7,12.61111111
Kansas,1901,54.2,12.33333333
Kansas,1902,53.04166667,11.68981481
Kansas,1903,52.13333333,11.18518519
Kansas,1904,53.025,11.68055556
Kansas,1905,52.275,11.26388889
Kansas,1906,53.03333333,11.68518519
Kansas,1907,53.61666667,12.00925926
Kansas,1908,54.54166667,12.52314815
Kansas,1909,53.23333333,11.7962963
Kansas,1910,54.70833333,12.61574074
Kansas,1911,54.825,12.68055556
Kansas,1912,51.60833333,10.89351852
Kansas,1913,54.18333333,12.32407407
Kansas,1914,54.65,12.58333333
Kansas,1915,52.34166667,11.30092593
Kansas,1916,52.89166667,11.60648148
Kansas,1917,51.99166667,11.10648148
Kansas,1918,53.96666667,12.2037037
Kansas,1919,52.66666667,11.48148148
Kansas,1920,53.15833333,11.75462963
Kansas,1921,56.45,13.58333333
Kansas,1922,54.63333333,12.57407407
Kansas,1923,53.78333333,12.10185185
Kansas,1924,51.925,11.06944444
Kansas,1925,54.60833333,12.56018519
Kansas,1926,54.10833333,12.28240741
Kansas,1927,53.84166667,12.13425926
Kansas,1928,53.96666667,12.2037037
Kansas,1929,52.175,11.20833333
Kansas,1930,54.40833333,12.44907407
Kansas,1931,56.275,13.48611111
Kansas,1932,53.55,11.97222222
Kansas,1933,56.65833333,13.69907407
Kansas,1934,57.50833333,14.1712963
Kansas,1935,54.75833333,12.64351852
Kansas,1936,55.15833333,12.86574074
Kansas,1937,53.525,11.95833333
Kansas,1938,56.75833333,13.75462963
Kansas,1939,56.70833333,13.72685185
Kansas,1940,53.46666667,11.92592593
Kansas,1941,55.01666667,12.78703704
Kansas,1942,53.88333333,12.15740741
Kansas,1943,54.40833333,12.44907407
Kansas,1944,53.98333333,12.21296296
Kansas,1945,53.55,11.97222222
Kansas,1946,56.68333333,13.71296296
Kansas,1947,54.14166667,12.30092593
Kansas,1948,53.64166667,12.02314815
Kansas,1949,53.55833333,11.97685185
Kansas,1950,53.2,11.77777778
Kansas,1951,52.03333333,11.12962963
Kansas,1952,54.79166667,12.66203704
Kansas,1953,56.30833333,13.50462963
Kansas,1954,57.24166667,14.02314815
Kansas,1955,54.58333333,12.5462963
Kansas,1956,55.93333333,13.2962963
Kansas,1957,53.64166667,12.02314815
Kansas,1958,53.14166667,11.74537037
Kansas,1959,53.575,11.98611111
Kansas,1960,52.66666667,11.48148148
Kansas,1961,52.65833333,11.47685185
Kansas,1962,54.31666667,12.39814815
Kansas,1963,55.83333333,13.24074074
Kansas,1964,54.86666667,12.7037037
Kansas,1965,54.45,12.47222222
Kansas,1966,53.45,11.91666667
Kansas,1967,53.85,12.13888889
Kansas,1968,53.48333333,11.93518519
Kansas,1969,53.14166667,11.74537037
Kansas,1970,54,12.22222222
Kansas,1971,53.825,12.125
Kansas,1972,53.19166667,11.77314815
Kansas,1973,53.99166667,12.21759259
Kansas,1974,54.375,12.43055556
Kansas,1975,53.725,12.06944444
Kansas,1976,54.2,12.33333333
Kansas,1977,55.45,13.02777778
Kansas,1978,52.7,11.5
Kansas,1979,52.29166667,11.27314815
Kansas,1980,55.08333333,12.82407407
Kansas,1981,55.66666667,13.14814815
Kansas,1982,53.025,11.68055556
Kansas,1983,53.19166667,11.77314815
Kansas,1984,53.975,12.20833333
Kansas,1985,52.53333333,11.40740741
Kansas,1986,56.19166667,13.43981481
Kansas,1987,55.45,13.02777778
Kansas,1988,54.73333333,12.62962963
Kansas,1989,53.14166667,11.74537037
Kansas,1990,55.50833333,13.06018519
Kansas,1991,55.7,13.16666667
Kansas,1992,54.15833333,12.31018519
Kansas,1993,51.93333333,11.07407407
Kansas,1994,54.91666667,12.73148148
Kansas,1995,53.925,12.18055556
Kansas,1996,53.08333333,11.71296296
Kansas,1997,53.66666667,12.03703704
Kansas,1998,56.31666667,13.50925926
Kansas,1999,55.99166667,13.3287037
Kansas,2000,55.53333333,13.07407407
Kansas,2001,55.91666667,13.28703704
Kansas,2002,55.18333333,12.87962963
Kansas,2003,54.96666667,12.75925926
Kansas,2004,55.06666667,12.81481481
Kansas,2005,55.89166667,13.27314815
Kansas,2006,56.875,13.81944444
Kansas,2007,55.075,12.81944444
Kansas,2008,53.575,11.98611111
Kansas,2009,53.6,12
Kansas,2010,55.275,12.93055556
Kansas,2011,55.20833333,12.89351852
Kansas,2012,58.21666667,14.56481481
Kansas,2013,53.71666667,12.06481481
Kansas,2014,53.68333333,12.0462963
Kansas,2015,56.3,13.5
Kansas,2016,57.16666667,13.98148148
Kansas,2017,56.5,13.61111111
Kansas,2018,54.6,12.55555556
Kansas,2019,53.875,12.15277778
Kentucky,1895,53.675,12.04166667
Kentucky,1896,56.025,13.34722222
Kentucky,1897,55.925,13.29166667
Kentucky,1898,56.13333333,13.40740741
Kentucky,1899,55.26666667,12.92592593
Kentucky,1900,56.56666667,13.64814815
Kentucky,1901,54.36666667,12.42592593
Kentucky,1902,55.475,13.04166667
Kentucky,1903,54.825,12.68055556
Kentucky,1904,54.24166667,12.35648148
Kentucky,1905,54.76666667,12.64814815
Kentucky,1906,55.81666667,13.23148148
Kentucky,1907,55.20833333,12.89351852
Kentucky,1908,56.46666667,13.59259259
Kentucky,1909,55.64166667,13.13425926
Kentucky,1910,54.425,12.45833333
Kentucky,1911,57.20833333,14.00462963
Kentucky,1912,53.83333333,12.12962963
Kentucky,1913,56.925,13.84722222
Kentucky,1914,55.39166667,12.99537037
Kentucky,1915,55.35833333,12.97685185
Kentucky,1916,55.34166667,12.96759259
Kentucky,1917,52.58333333,11.43518519
Kentucky,1918,55.525,13.06944444
Kentucky,1919,56.65833333,13.69907407
Kentucky,1920,54.53333333,12.51851852
Kentucky,1921,58.7,14.83333333
Kentucky,1922,57.2,14
Kentucky,1923,55.95,13.30555556
Kentucky,1924,53.875,12.15277778
Kentucky,1925,56.38333333,13.5462963
Kentucky,1926,54.76666667,12.64814815
Kentucky,1927,56.49166667,13.60648148
Kentucky,1928,54.725,12.625
Kentucky,1929,55.00833333,12.78240741
Kentucky,1930,56.44166667,13.5787037
Kentucky,1931,57.76666667,14.31481481
Kentucky,1932,56.61666667,13.67592593
Kentucky,1933,57.39166667,14.10648148
Kentucky,1934,56.54166667,13.63425926
Kentucky,1935,55.7,13.16666667
Kentucky,1936,56.275,13.48611111
Kentucky,1937,55.25,12.91666667
Kentucky,1938,57.50833333,14.1712963
Kentucky,1939,57.05833333,13.9212963
Kentucky,1940,53.96666667,12.2037037
Kentucky,1941,56.8,13.77777778
Kentucky,1942,55.66666667,13.14814815
Kentucky,1943,55.55,13.08333333
Kentucky,1944,56.28333333,13.49074074
Kentucky,1945,55.53333333,13.07407407
Kentucky,1946,57.25833333,14.03240741
Kentucky,1947,54.83333333,12.68518519
Kentucky,1948,55.7,13.16666667
Kentucky,1949,56.975,13.875
Kentucky,1950,54.51666667,12.50925926
Kentucky,1951,54.975,12.76388889
Kentucky,1952,56.54166667,13.63425926
Kentucky,1953,57.09166667,13.93981481
Kentucky,1954,56.90833333,13.83796296
Kentucky,1955,55.95833333,13.31018519
Kentucky,1956,56.09166667,13.38425926
Kentucky,1957,56.09166667,13.38425926
Kentucky,1958,53.03333333,11.68518519
Kentucky,1959,55.83333333,13.24074074
Kentucky,1960,53.63333333,12.01851852
Kentucky,1961,54.475,12.48611111
Kentucky,1962,54.65,12.58333333
Kentucky,1963,53.66666667,12.03703704
Kentucky,1964,55.59166667,13.10648148
Kentucky,1965,55.575,13.09722222
Kentucky,1966,53.775,12.09722222
Kentucky,1967,54.39166667,12.43981481
Kentucky,1968,53.99166667,12.21759259
Kentucky,1969,53.9,12.16666667
Kentucky,1970,55.04166667,12.80092593
Kentucky,1971,55.43333333,13.01851852
Kentucky,1972,54.74166667,12.63425926
Kentucky,1973,56.25833333,13.47685185
Kentucky,1974,55.45,13.02777778
Kentucky,1975,55.775,13.20833333
Kentucky,1976,53.325,11.84722222
Kentucky,1977,54.79166667,12.66203704
Kentucky,1978,53.36666667,11.87037037
Kentucky,1979,53.425,11.90277778
Kentucky,1980,54.63333333,12.57407407
Kentucky,1981,54.34166667,12.41203704
Kentucky,1982,55.31666667,12.9537037
Kentucky,1983,55.05,12.80555556
Kentucky,1984,55.325,12.95833333
Kentucky,1985,55.03333333,12.7962963
Kentucky,1986,56.61666667,13.67592593
Kentucky,1987,56.475,13.59722222
Kentucky,1988,54.8,12.66666667
Kentucky,1989,54.34166667,12.41203704
Kentucky,1990,57.31666667,14.06481481
Kentucky,1991,57.375,14.09722222
Kentucky,1992,55.08333333,12.82407407
Kentucky,1993,55,12.77777778
Kentucky,1994,55.39166667,12.99537037
Kentucky,1995,55.36666667,12.98148148
Kentucky,1996,54.4,12.44444444
Kentucky,1997,54.475,12.48611111
Kentucky,1998,58.18333333,14.5462963
Kentucky,1999,57.25833333,14.03240741
Kentucky,2000,55.66666667,13.14814815
Kentucky,2001,56.59166667,13.66203704
Kentucky,2002,56.83333333,13.7962963
Kentucky,2003,55.24166667,12.91203704
Kentucky,2004,56.40833333,13.56018519
Kentucky,2005,56.78333333,13.76851852
Kentucky,2006,56.80833333,13.78240741
Kentucky,2007,57.71666667,14.28703704
Kentucky,2008,55.35,12.97222222
Kentucky,2009,55.39166667,12.99537037
Kentucky,2010,56.00833333,13.33796296
Kentucky,2011,56.925,13.84722222
Kentucky,2012,58.40833333,14.6712963
Kentucky,2013,55.04166667,12.80092593
Kentucky,2014,54.34166667,12.41203704
Kentucky,2015,56.56666667,13.64814815
Kentucky,2016,57.925,14.40277778
Kentucky,2017,57.81666667,14.34259259
Kentucky,2018,56.95833333,13.86574074
Kentucky,2019,57.525,14.18055556
Louisiana,1895,64.775,18.20833333
Louisiana,1896,67.24166667,19.5787037
Louisiana,1897,67.29166667,19.60648148
Louisiana,1898,65.95833333,18.86574074
Louisiana,1899,66.08333333,18.93518519
Louisiana,1900,66.75,19.30555556
Louisiana,1901,65.425,18.56944444
Louisiana,1902,66.6,19.22222222
Louisiana,1903,64.675,18.15277778
Louisiana,1904,66.13333333,18.96296296
Louisiana,1905,65.65,18.69444444
Louisiana,1906,66.36666667,19.09259259
Louisiana,1907,67.71666667,19.84259259
Louisiana,1908,67.5,19.72222222
Louisiana,1909,67.26666667,19.59259259
Louisiana,1910,66.525,19.18055556
Louisiana,1911,68.76666667,20.42592593
Louisiana,1912,65.39166667,18.55092593
Louisiana,1913,66.075,18.93055556
Louisiana,1914,65.84166667,18.80092593
Louisiana,1915,66.05833333,18.9212963
Louisiana,1916,66.8,19.33333333
Louisiana,1917,65.125,18.40277778
Louisiana,1918,66.76666667,19.31481481
Louisiana,1919,66.825,19.34722222
Louisiana,1920,65.84166667,18.80092593
Louisiana,1921,68.91666667,20.50925926
Louisiana,1922,67.8,19.88888889
Louisiana,1923,66.51666667,19.17592593
Louisiana,1924,65.84166667,18.80092593
Louisiana,1925,67.35833333,19.64351852
Louisiana,1926,66.175,18.98611111
Louisiana,1927,68.69166667,20.38425926
Louisiana,1928,65.84166667,18.80092593
Louisiana,1929,66.10833333,18.94907407
Louisiana,1930,66.11666667,18.9537037
Louisiana,1931,66.625,19.23611111
Louisiana,1932,66.8,19.33333333
Louisiana,1933,68.50833333,20.28240741
Louisiana,1934,67.10833333,19.50462963
Louisiana,1935,67,19.44444444
Louisiana,1936,66.25,19.02777778
Louisiana,1937,66.18333333,18.99074074
Louisiana,1938,67.36666667,19.64814815
Louisiana,1939,67.275,19.59722222
Louisiana,1940,64.4,18
Louisiana,1941,66.51666667,19.17592593
Louisiana,1942,65.59166667,18.66203704
Louisiana,1943,66.25833333,19.03240741
Louisiana,1944,66.91666667,19.39814815
Louisiana,1945,66.91666667,19.39814815
Louisiana,1946,67.24166667,19.5787037
Louisiana,1947,65.875,18.81944444
Louisiana,1948,66.45,19.13888889
Louisiana,1949,67.30833333,19.61574074
Louisiana,1950,66.84166667,19.35648148
Louisiana,1951,66.975,19.43055556
Louisiana,1952,66.31666667,19.06481481
Louisiana,1953,67.15,19.52777778
Louisiana,1954,67.48333333,19.71296296
Louisiana,1955,66.85,19.36111111
Louisiana,1956,67.025,19.45833333
Louisiana,1957,67.06666667,19.48148148
Louisiana,1958,64.94166667,18.30092593
Louisiana,1959,65.8,18.77777778
Louisiana,1960,65.125,18.40277778
Louisiana,1961,65.06666667,18.37037037
Louisiana,1962,66.49166667,19.16203704
Louisiana,1963,65.86666667,18.81481481
Louisiana,1964,66.06666667,18.92592593
Louisiana,1965,66.83333333,19.35185185
Louisiana,1966,65.175,18.43055556
Louisiana,1967,65.75,18.75
Louisiana,1968,64.36666667,17.98148148
Louisiana,1969,65.625,18.68055556
Louisiana,1970,65.34166667,18.52314815
Louisiana,1971,66.48333333,19.15740741
Louisiana,1972,66.48333333,19.15740741
Louisiana,1973,66.23333333,19.01851852
Louisiana,1974,66.51666667,19.17592593
Louisiana,1975,66.08333333,18.93518519
Louisiana,1976,64.33333333,17.96296296
Louisiana,1977,66.05,18.91666667
Louisiana,1978,65.08333333,18.37962963
Louisiana,1979,64.54166667,18.0787037
Louisiana,1980,66.05,18.91666667
Louisiana,1981,66.05,18.91666667
Louisiana,1982,66.675,19.26388889
Louisiana,1983,64.36666667,17.98148148
Louisiana,1984,66.31666667,19.06481481
Louisiana,1985,66.35833333,19.08796296
Louisiana,1986,67.30833333,19.61574074
Louisiana,1987,65.99166667,18.88425926
Louisiana,1988,65.63333333,18.68518519
Louisiana,1989,65.45,18.58333333
Louisiana,1990,67.80833333,19.89351852
Louisiana,1991,66.91666667,19.39814815
Louisiana,1992,65.825,18.79166667
Louisiana,1993,65.60833333,18.6712963
Louisiana,1994,66.45833333,19.14351852
Louisiana,1995,66.775,19.31944444
Louisiana,1996,66.15833333,18.97685185
Louisiana,1997,66.04166667,18.91203704
Louisiana,1998,68.64166667,20.35648148
Louisiana,1999,67.85,19.91666667
Louisiana,2000,67.24166667,19.5787037
Louisiana,2001,66.65833333,19.25462963
Louisiana,2002,66.64166667,19.24537037
Louisiana,2003,66.375,19.09722222
Louisiana,2004,67.14166667,19.52314815
Louisiana,2005,67.50833333,19.72685185
Louisiana,2006,67.775,19.875
Louisiana,2007,67.38333333,19.65740741
Louisiana,2008,66.64166667,19.24537037
Louisiana,2009,66.85,19.36111111
Louisiana,2010,66.45833333,19.14351852
Louisiana,2011,67.71666667,19.84259259
Louisiana,2012,68.71666667,20.39814815
Louisiana,2013,66.25,19.02777778
Louisiana,2014,65.075,18.375
Louisiana,2015,68.09166667,20.05092593
Louisiana,2016,68.74166667,20.41203704
Louisiana,2017,68.71666667,20.39814815
Louisiana,2018,67.775,19.875
Louisiana,2019,67.76666667,19.87037037
Maine,1895,39.36666667,4.092592593
Maine,1896,38.33333333,3.518518519
Maine,1897,38.96666667,3.87037037
Maine,1898,40.15833333,4.532407407
Maine,1899,39.325,4.069444444
Maine,1900,39.90833333,4.393518519
Maine,1901,39.33333333,4.074074074
Maine,1902,39.44166667,4.134259259
Maine,1903,39.3,4.055555556
Maine,1904,36.51666667,2.509259259
Maine,1905,37.89166667,3.273148148
Maine,1906,38.925,3.847222222
Maine,1907,37.43333333,3.018518519
Maine,1908,39.75,4.305555556
Maine,1909,39.33333333,4.074074074
Maine,1910,40.05833333,4.476851852
Maine,1911,39.46666667,4.148148148
Maine,1912,38.49166667,3.606481481
Maine,1913,41,5
Maine,1914,37.65,3.138888889
Maine,1915,40.90833333,4.949074074
Maine,1916,39.35833333,4.087962963
Maine,1917,36.94166667,2.74537037
Maine,1918,38.45833333,3.587962963
Maine,1919,39.85833333,4.365740741
